#Latitude:North-South 00~09,..., 80_89 90~99,..., H0~H9
#Longitude:East-West  00~09,..., H0~H9 I0~I9, ..., Z0~Z9
C0M0,1.6E+07,1.7E+07,-4000000,-3000000
C0N0,1.5E+07,1.6E+07,-4000000,-3000000
C0O0,1.4E+07,1.5E+07,-4000000,-3000000
C0P0,1.3E+07,1.4E+07,-4000000,-3000000
C0Q0,1.2E+07,1.3E+07,-4000000,-3000000
C0R0,1.1E+07,1.2E+07,-4000000,-3000000
C0S0,1E+07,1.1E+07,-4000000,-3000000
C0T0,9000000,1E+07,-4000000,-3000000
C0U0,8000000,9000000,-4000000,-3000000
C0V0,7000000,8000000,-4000000,-3000000
C0W0,6000000,7000000,-4000000,-3000000
C0X0,5000000,6000000,-4000000,-3000000
C0Y0,4000000,5000000,-4000000,-3000000
C0Z0,3000000,4000000,-4000000,-3000000
D000,-1.5E+07,-1.4E+07,-5000000,-4000000
D010,-1.4E+07,-1.3E+07,-5000000,-4000000
D020,-1.3E+07,-1.2E+07,-5000000,-4000000
D030,-1.2E+07,-1.1E+07,-5000000,-4000000
D040,-1.1E+07,-1E+07,-5000000,-4000000
D050,-1E+07,-9000000,-5000000,-4000000
D060,-9000000,-8000000,-5000000,-4000000
D070,-8000000,-7000000,-5000000,-4000000
D080,-7000000,-6000000,-5000000,-4000000
D090,-6000000,-5000000,-5000000,-4000000
D0A0,-5000000,-4000000,-5000000,-4000000
D0B0,-4000000,-3000000,-5000000,-4000000
D0C0,-3000000,-2000000,-5000000,-4000000
D0D0,-2000000,-1000000,-5000000,-4000000
D0E0,-1000000,0,-5000000,-4000000
D0F0,0,1000000,-5000000,-4000000
D0G0,1000000,2000000,-5000000,-4000000
D0H0,2000000,3000000,-5000000,-4000000
D0I0,-1.6E+07,-1.5E+07,-5000000,-4000000
D0J0,-1.7E+07,-1.6E+07,-5000000,-4000000
D0K0,-1.8E+07,-1.7E+07,-5000000,-4000000
D0L0,1.7E+07,1.8E+07,-5000000,-4000000
D0M0,1.6E+07,1.7E+07,-5000000,-4000000
D0N0,1.5E+07,1.6E+07,-5000000,-4000000
D0O0,1.4E+07,1.5E+07,-5000000,-4000000
D0P0,1.3E+07,1.4E+07,-5000000,-4000000
D0Q0,1.2E+07,1.3E+07,-5000000,-4000000
D0R0,1.1E+07,1.2E+07,-5000000,-4000000
D0S0,1E+07,1.1E+07,-5000000,-4000000
D0T0,9000000,1E+07,-5000000,-4000000
D0U0,8000000,9000000,-5000000,-4000000
D0V0,7000000,8000000,-5000000,-4000000
D0W0,6000000,7000000,-5000000,-4000000
D0X0,5000000,6000000,-5000000,-4000000
D0Y0,4000000,5000000,-5000000,-4000000
D0Z0,3000000,4000000,-5000000,-4000000
E000,-1.5E+07,-1.4E+07,-6000000,-5000000
E010,-1.4E+07,-1.3E+07,-6000000,-5000000
E020,-1.3E+07,-1.2E+07,-6000000,-5000000
E030,-1.2E+07,-1.1E+07,-6000000,-5000000
E040,-1.1E+07,-1E+07,-6000000,-5000000
E050,-1E+07,-9000000,-6000000,-5000000
E060,-9000000,-8000000,-6000000,-5000000
E070,-8000000,-7000000,-6000000,-5000000
E080,-7000000,-6000000,-6000000,-5000000
E090,-6000000,-5000000,-6000000,-5000000
E0A0,-5000000,-4000000,-6000000,-5000000
E0B0,-4000000,-3000000,-6000000,-5000000
E0C0,-3000000,-2000000,-6000000,-5000000
E0D0,-2000000,-1000000,-6000000,-5000000
E0E0,-1000000,0,-6000000,-5000000
E0F0,0,1000000,-6000000,-5000000
E0G0,1000000,2000000,-6000000,-5000000
E0H0,2000000,3000000,-6000000,-5000000
E0I0,-1.6E+07,-1.5E+07,-6000000,-5000000
E0J0,-1.7E+07,-1.6E+07,-6000000,-5000000
E0K0,-1.8E+07,-1.7E+07,-6000000,-5000000
E0L0,1.7E+07,1.8E+07,-6000000,-5000000
E0M0,1.6E+07,1.7E+07,-6000000,-5000000
E0N0,1.5E+07,1.6E+07,-6000000,-5000000
E0O0,1.4E+07,1.5E+07,-6000000,-5000000
E0P0,1.3E+07,1.4E+07,-6000000,-5000000
E0Q0,1.2E+07,1.3E+07,-6000000,-5000000
E0R0,1.1E+07,1.2E+07,-6000000,-5000000
E0S0,1E+07,1.1E+07,-6000000,-5000000
E0T0,9000000,1E+07,-6000000,-5000000
E0U0,8000000,9000000,-6000000,-5000000
E0V0,7000000,8000000,-6000000,-5000000
E0W0,6000000,7000000,-6000000,-5000000
E0X0,5000000,6000000,-6000000,-5000000
E0Y0,4000000,5000000,-6000000,-5000000
E0Z0,3000000,4000000,-6000000,-5000000
F000,-1.5E+07,-1.4E+07,-7000000,-6000000
F010,-1.4E+07,-1.3E+07,-7000000,-6000000
F020,-1.3E+07,-1.2E+07,-7000000,-6000000
F030,-1.2E+07,-1.1E+07,-7000000,-6000000
F040,-1.1E+07,-1E+07,-7000000,-6000000
F050,-1E+07,-9000000,-7000000,-6000000
F060,-9000000,-8000000,-7000000,-6000000
F070,-8000000,-7000000,-7000000,-6000000
F080,-7000000,-6000000,-7000000,-6000000
F090,-6000000,-5000000,-7000000,-6000000
F0A0,-5000000,-4000000,-7000000,-6000000
F0B0,-4000000,-3000000,-7000000,-6000000
F0C0,-3000000,-2000000,-7000000,-6000000
F0D0,-2000000,-1000000,-7000000,-6000000
F0E0,-1000000,0,-7000000,-6000000
F0F0,0,1000000,-7000000,-6000000
F0G0,1000000,2000000,-7000000,-6000000
F0H0,2000000,3000000,-7000000,-6000000
F0I0,-1.6E+07,-1.5E+07,-7000000,-6000000
F0J0,-1.7E+07,-1.6E+07,-7000000,-6000000
F0K0,-1.8E+07,-1.7E+07,-7000000,-6000000
F0L0,1.7E+07,1.8E+07,-7000000,-6000000
F0M0,1.6E+07,1.7E+07,-7000000,-6000000
F0N0,1.5E+07,1.6E+07,-7000000,-6000000
F0O0,1.4E+07,1.5E+07,-7000000,-6000000
F0P0,1.3E+07,1.4E+07,-7000000,-6000000
F0Q0,1.2E+07,1.3E+07,-7000000,-6000000
F0R0,1.1E+07,1.2E+07,-7000000,-6000000
